case_id,relative_l2,area_weighted_relative_l2,mae,rmse,correlation
43,0.5140904459682815,0.5322103994580398,119.61495351493704,201.93044142283418,0.7610499375326963
63,0.5032927325561113,0.5203775375728752,107.46464092294264,188.4589953074093,0.7809236190900425
